Name,Thickness,Camber
rae5214,0.096816,0.01444
rae5215,0.096549,0.015077
rae69ck,0.121102,0.012655
raf15,0.065089,0.02608
raf19,0.105897,0.102073
raf25,0.064854,0.010476
raf26,0.066229,0.021415
raf27,0.097741,0.000182
raf28,0.098295,0.019416
raf30,0.12659,0.000209
raf30md,0.076104,0.000164
raf31,0.127667,0.020891
raf32,0.126943,0.050112
raf32md,0.101661,0.039586
raf33,0.126619,0.047128
raf34,0.126581,0.020127
raf38,0.126748,0.025187
raf48,0.149645,0.029634
raf6,0.100027,0.046012
raf69,0.206461,0.017391
raf89,0.250036,0.016684
rc0864c,0.079995,0.007713
rc08b3,0.080042,0.011003
rc08n1,0.080191,0.015533
rc10b3,0.099779,0.016969
rc10n1,0.100121,0.014844
rc12b3,0.119995,0.022352
rc12n1,0.120253,0.013992
rc410,0.099826,0.021394
rc510,0.099662,0.022207
rc1064c,0.100006,0.010039
rc1264c,0.12001,0.014279
rcsc2,0.099803,0.005432
rg12,0.092734,0.01387
rg12a,0.089996,0.017163
rg12a189,0.09,0.017688
rg14,0.084735,0.016008
rg1410,0.099995,0.01584
rg149,0.089977,0.015839
rg1495,0.094986,0.01584
rg14a147,0.070009,0.013931
rg15,0.089273,0.017605
rg15a111,0.110015,0.017906
rg15a213,0.130023,0.024786
rg8,0.108051,0.02235
rs004a,0.089891,0.016107
s1010,0.06022,-0.0
s1012,0.120252,-0.0
s1014,0.165084,0.0
s1016,0.175026,1e-06
s1020,0.15105,0.050205
s1046,0.170222,-0.0
s1048,0.139992,-0.0
s1091,0.050615,0.061149
s1210,0.120109,0.072389
s1221,0.121451,0.04926
s1223,0.121383,0.086941
s1223rtl,0.135166,0.084739
s2027,0.145284,0.027414
s2046,0.090279,0.025865
s2048,0.086337,0.019331
s2050,0.089306,0.012875
s2055,0.079901,0.016694
s2060,0.080001,0.018322
s2062,0.079861,0.017537
s2091,0.101157,0.039258
s3,0.109996,0.018372
s3002,0.099475,0.030088
s3010,0.103346,0.02796
s3014,0.0946,0.025439
s3016,0.095215,0.020957
s3021,0.094707,0.029151
s3024,0.0985,0.035031
s3025,0.093881,0.035935
s4022,0.112708,0.04341
s4053,0.089303,0.029989
s4061,0.096307,0.039045
s4062,0.095464,0.041532
s4083,0.080078,0.034694
s4110,0.083832,0.031245
s4158,0.108589,0.037043
s4180,0.097877,0.043691
s4233,0.136565,0.03232
s4310,0.108606,0.04165
s4320,0.094132,0.044864
s5010,0.098276,0.022098
s5020,0.08404,0.025962
s6061,0.090131,0.017817
s6062,0.07949,0.01612
s6063,0.069697,0.014352
s7012,0.087564,0.020263
s7055,0.10501,0.035709
s7075,0.090032,0.030532
s8025,0.079827,0.004816
s8035,0.14004,0.0
s8036,0.160116,0.018925
s8037,0.160123,0.02653
s8052,0.118943,0.015968
s809,0.209928,0.009477
sa7035,0.092018,0.025636
sa7036,0.092032,0.027893
sa7038,0.092051,0.032652
saratov,0.092143,0.09793
sc1012r8,0.12004,0.027589
sc1094r8,0.094047,0.021406
sc1095,0.094965,0.007961
sc1095r8,0.093408,0.02134
sc20714,0.139665,0.025204
sc2110,0.099252,0.019861
sd2030,0.085622,0.022286
sd2083,0.089704,0.028148
sd5060,0.094622,0.022969
sd6060,0.103738,0.018718
sd6080,0.091888,0.037402
sd7003,0.085104,0.014791
sd7032,0.099693,0.036762
sd7034,0.105253,0.039054
sd7037,0.092148,0.029941
sd7043,0.091384,0.035238
sd7062,0.139989,0.039706
sd7080,0.091627,0.024526
sd7084,0.096287,0.022961
sd7090,0.099968,0.018726
sd8000,0.088741,0.017327
sd8020,0.101082,5e-06
sd8040,0.100077,0.026381
sg6040,0.16001,0.025162
sg6041,0.099999,0.020247
sg6042,0.100033,0.037844
sg6043,0.100129,0.055471
sokolov,0.071195,0.063573
spicasm,0.117353,0.046173
ssca07,0.070002,0.008834
ssca09,0.089997,0.011387
ste87151,0.139422,0.025478
ste87391,0.145707,0.041394
stf86361,0.146845,0.041553
strand,0.154664,0.041535
tempest1,0.145001,0.010016
tempest2,0.119993,0.009021
tempest3,0.1,0.010009
th25816,0.257507,0.040474
trainer60,0.183293,-0.00164
tsagi12,0.119498,0.01998
tsagi8,0.079967,0.013417
ua79sf18,0.187943,0.037593
ua79sff,0.086451,0.034758
ui1720,0.138237,0.046767
ultimate,0.128513,-0.00344
us1000,0.185662,-0.000532
usa22,0.09126,0.044979
usa25,0.08304,0.052591
usa26,0.099166,0.044125
usa27,0.112082,0.051495
usa27m2,0.134575,0.051063
usa28,0.132227,0.037743
usa29,0.132962,0.055763
usa31,0.149675,0.093799
usa32,0.14833,0.093213
usa33,0.142011,0.048643
usa34,0.180667,0.076649
usa35,0.182136,0.064254
usa35a,0.182055,0.064226
usa35b,0.116163,0.041307
usa40,0.134573,0.041918
usa40b,0.136364,0.040136
usa41,0.066203,0.044916
usa45,0.146365,0.041948
usa45m,0.117457,0.033572
usa46,0.065837,0.021834
usa48,0.149136,0.028831
usa49,0.072512,0.016702
usa5,0.064565,0.045737
usa50,0.070564,0.019563
usa51,0.093411,0.025686
usa98,0.144231,0.064003
usnps4,0.119441,0.050066
v13006,0.05978,0.009242
v13009,0.090008,0.013235
v23010,0.10188,0.01775
v43012,0.120488,0.036217
v43015,0.150261,0.029898
vr1,0.109866,0.015239
vr11x,0.109879,0.023489
vr12,0.105645,0.02262
vr13,0.094502,0.02021
vr14,0.079584,0.016988
vr15,0.079546,0.012802
vr5,0.120037,0.03292
vr7,0.120281,0.030957
vr7b,0.1203,0.030179
vr8,0.08153,0.012765
vr8b,0.081531,0.012458
vr9,0.06068,0.003382
waspsm,0.093569,0.03006
wb13535sm,0.135572,0.036844
wb140,0.139556,0.036473
whitcomb,0.109605,0.023795
kc135a,49.162766,-26.075096
kc135b,57.917347,-30.167543
kc135c,34.301144,-18.065144
kc135d,2.315093,0.306313
kc135winglet,0.079609,0.026348
kenmar,12.408505,-6.620752
l1003,17.518875,-9.711101
l188root,11.062393,1.099896
l188tip,72.474892,30.843508
l7769,54.56588,-27.951775
la203a,11.678856,1.149701
la2573a,0.136991,0.031962
la5055,4.673697,-0.886357
lds2,53.903152,-30.119734
lg10sc,20.670691,5.189373
lnv109a,0.12987,0.059816
lrn1007,0.12987,0.059816
lrn1015,0.151885,0.04573
ls013,20.535582,8.068996
ls413,10.836041,1.084479
ls413mod,10.884748,1.086462
ls417,8.982933,0.929249
ls417mod,12.115473,1.181805
ls421,9.306047,0.954298
ls421mod,11.210749,1.110787
lwk79100,0.09994,-0.0
lwk80080,0.08062,0.0
lwk80100,0.10062,-2.5e-05
lwk80120k25,0.12062,-0.0
lwk80150k25,0.15042,-0.0
m1,1.877767,0.917799
m10,0.370586,0.749595
m11,17.360834,8.654902
m12,5.44915,2.106135
m13,4.782917,2.368062
m14,6.06532,3.008125
m15,8.721347,3.792853
m16,8.309676,-4.174108
m17,11.557796,5.757209
m18,14.800449,6.867028
m19,10.836239,5.395595
m2,0.907033,0.740126
m20,12.016101,5.788817
m21,15.211312,7.000793
m22,13.257453,6.610659
m23,14.485169,7.100734
m24,16.403465,7.571175
m25,14.294112,7.087203
m26,13.877786,6.748464
m27,15.762894,7.212009
m3,4.874343,2.412827
m4,12.082208,6.022434
m5,1.233525,0.739049
m6,13.488088,6.195684
m665,0.078065,0.014728
m685,0.102086,0.019397
m7,11.390702,5.057988
ma409,0.067954,0.033131
ma409sm,0.06694,0.033271
marsden,0.279243,0.076763
marske1,5.716268,1.603144
marske2,3.467867,0.421079
marske3,4.569196,1.017969
marske4,5.960294,1.62503
marske5,7.50198,2.255643
marske7,7.409268,0.802886
mb253515sm,0.14958,0.024054
mh102,0.169985,0.030071
mh104,0.152654,0.019979
mh106,0.130668,0.010068
mh108,0.119669,0.011228
mh110,0.100118,0.011397
mh112,0.101518,-0.179992
mh113,0.146689,0.068662
mh114,0.130585,0.065783
mh115,0.110817,0.055756
mh116,0.098512,0.040795
mh117,0.098045,0.027346
mh120,0.115696,0.025708
mh121,0.087559,0.030274
mh122,0.093227,0.035084
mh150,0.23949,0.053743
mh18,0.111447,0.028193
mh20,0.090064,0.020389
mh200,0.129606,0.021105
mh201,0.130801,0.026002
mh22,0.07198,0.01807
mh23,0.079912,0.012814
mh24,0.090038,0.013161
mh25,0.099834,0.014687
mh26,0.109903,0.015184
mh27,0.119919,0.015078
mh30,0.078449,0.017505
mh32,0.086976,0.024003
mh33,0.07275,0.010966
mh38,0.096923,0.03917
mh42,0.089405,0.018951
mh43,0.084984,0.017792
mh44,0.096598,0.015412
mh45,0.098526,0.017077
mh46,0.113488,0.018538
mh60,0.100851,0.018222
mh61,0.10235,0.015159
mh62,0.092978,0.016471
mh64,0.085937,0.014905
mh70,0.11077,0.030847
mh78,0.144704,0.026791
mh80,0.127049,0.030022
mh81,0.129973,0.035164
mh82,0.133082,0.040199
mh83,0.133082,0.05096
mh84,0.137258,0.047553
mh91,0.149863,0.016797
mh92,0.154895,0.016808
mh93,0.159894,0.016672
mh94,0.160301,0.013609
mh95,0.15856,0.014399
miley,0.128637,0.052003
mrc-16,0.139047,0.031356
mrc-20,0.155882,0.0294
ms313,9.474081,-4.916553
ms317,10.672103,1.069375
mue139,0.138951,0.047242
n0009sm,0.09018,-0.0
n0011sc,49.45697,20.520681
n0012,16.923059,1.575562
n10,0.11225,0.035201
n11,0.109473,0.042642
n11h9,18.713844,7.438279
n12,0.1046,0.001587
n13,0.118,0.001085
n14,0.1148,0.000736
n1h15,19.145704,8.520942
n22,0.123805,0.038699
n24,0.17045,0.051674
n2414,0.140092,0.018767
n2415,0.150101,0.018575
n2h15,31.10074,14.994371
n5h10,13.966359,6.958065
n5h15,19.785633,-9.936876
n5h20,3.368999,0.4106
n63010a,49.857533,-26.418924
n63012a,29.027544,-16.378859
n63015a,30.777607,-17.628408
n63210,4.022642,0.475806
n63212,5.088623,0.583344
n63215,5.63326,-2.631209
n63215b,42.614075,13.350122
n63412,5.809752,0.651533
n63415,6.329546,0.696815
n64008a,31.016712,-15.530828
n64012,4.30818,-1.871268
n64012a,31.79262,-17.735638
n64015,4.932749,0.56732
n64015a,31.607035,-18.023361
n6409,0.090299,0.058583
n64108,5.576116,-2.045893
n64110,4.081686,0.486626
n64212,5.128986,0.58802
n64212ma,7.37932,0.780457
n64212mb,6.069618,0.671707
n64215,5.707728,-2.674952
n642415,0.14974,0.020712
n66021,5.66546,0.637217
n6h10,10.26144,4.45388
n6h15,24.985106,-13.498036
n6h20,3.354672,0.407393
n8h12,16.505304,6.178901
n9,0.084618,0.0262
naca0006,0.06002,0.0
naca0008,0.08002,0.0
naca000834,0.08,0.0
naca0010,0.10004,0.0
naca001034,0.1,0.0
naca001034a08cli0.2,0.1,0.0
naca001035,0.1,0.0
naca001064,0.1,0.0
naca001065,0.1,0.0
naca001066,0.1,-0.0
naca001234,0.12,-0.0
naca001264,0.12,0.0
naca001264a08cli0.2,0.12,0.0
naca0015,0.15004,-0.0
naca0018,0.18006,-0.0
naca0021,0.21008,0.0
naca0024,0.24008,-0.0
naca1,14.252256,-6.068699
naca1408,0.080033,0.009842
naca1410,0.100056,0.009534
naca1412,0.120059,0.009626
naca16006,0.06,0.0
naca16009,0.09,0.0
naca16012,0.12,0.0
naca16015,0.15,-0.0
naca16018,0.18,0.0
naca16021,0.21,-0.0
naca23012,0.12005,0.014608
naca23015,0.12005,0.014608
naca23018,0.180175,0.011447
naca23021,0.21007,0.00997
naca23024,0.240061,0.004559
naca2408,0.08005,0.019676
naca2410,0.100064,0.019496
naca2411,0.11008,0.024103
naca2412,0.120004,0.019207
naca2415,0.150008,0.018777
naca2418,0.180013,0.018233
naca2421,0.210022,0.017507
naca2424,0.240154,0.016252
naca4412,0.120216,0.038372
naca4415,0.149946,0.039618
naca4418,0.18026,0.036425
naca4421,0.210383,0.03514
naca4424,0.240461,0.033108
naca63206,0.060008,0.0116
naca63209,0.090009,0.010787
naca632615,0.150101,0.031146
naca632a015,0.149869,0.016262
naca633018,0.18014,-0.0
naca633218,0.180042,0.010161
naca633418,0.179995,0.020317
naca633618,0.180137,0.030517
naca634221,0.210032,0.009928
naca634421,0.210109,0.019865
naca63a210,0.099949,0.012975
naca641112,0.119629,0.00531
naca6412,0.120425,0.057099
naca64206,0.059905,0.010926
naca64208,0.079849,0.010846
naca64209,0.089811,0.010801
naca64210,0.099774,0.010738
naca642215,0.149685,0.010362
naca642415,0.14974,0.020711
naca643218,0.179639,0.010076
naca643418,0.179695,0.020177
naca643618,0.179787,0.030341
naca644221,0.209673,0.009755
naca644421,0.20977,0.01956
naca64a010,0.20977,0.01956
naca64a210,0.099915,0.012985
naca64a410,0.099928,0.025965
naca651212,0.119949,0.010653
naca651212a06,0.119953,0.014252
naca651412,0.119969,0.021296
naca65206,0.059964,0.010933
naca65209,0.089926,0.01082
naca65210,0.099927,0.010773
naca652215,0.149971,0.010458
naca652415,0.149977,0.020896
naca652415a05,0.149991,0.028234
naca653218,0.179993,0.010208
naca653618,0.180029,0.030663
naca65410,0.099943,0.021545
naca654221,0.209992,0.00996
naca654421,0.210003,0.019951
naca654421a05,0.209998,0.026703
naca66-018,0.17996,-3e-06
naca661212,0.120002,0.010664
naca66206,0.060001,0.010938
naca66209,0.089982,0.010825
naca66210,0.100002,0.010781
naca662215,0.149903,0.010442
naca662415,0.149911,0.020882
naca663218,0.179965,0.010159
naca663418,0.179976,0.020328
naca664221,0.210008,0.009815
naca671215,0.149941,0.010375
naca747a315,0.14995,0.022897
naca747a415,0.149941,0.027659
nacacyh,0.117018,0.027664
nacam12,0.119303,0.019229
nacam18,0.119598,0.040303
nacam2,0.0806,-0.0
nacam3,0.119,-0.0
nacam6,0.120104,0.021137
nasasc2-0714,0.139412,0.025378
ncambre,7.319405,0.804465
nl722343,17.628891,-9.801349
nl722362,19.844486,1.793594
nlf0115,0.149727,0.018091
nlf0215f,6.893952,0.743329
nlf1015,0.14999,0.046965
nlf414f,11.036707,1.078997
nlf415,18.097965,1.658179
nlf416,7.734788,0.813987
nlr1t,25.012722,9.817224
nlr7301,10.096612,1.01346
nn7mk20,0.168571,0.030252
npl9510,16.71204,1.482125
npl9615,85.76268,35.716591
npl9626,49.743626,19.576731
npl9627,27.670115,8.58501
npl9660,92.445976,38.570675
nplx,7.30085,0.784036
oa206,14.184477,1.353857
oa209,14.706598,1.391331
oa212,14.983857,1.411269
oa213,13.687108,-7.404364
oaf095,12.131924,1.190351
oaf102,11.908362,1.174074
oaf117,12.666078,1.229721
oaf128,12.446884,1.212712
oaf139,12.767599,1.237435
p51droot,3.863824,-1.589846
p51dtip,50.946537,-25.910049
p51hroot,12.453426,1.217183
p51htip,11.507198,1.14642
pfcm,17.289536,-9.944571
pmc19sm,0.09194,0.02129
psu-90-125wl,0.125455,0.024063
psu94097,0.097026,0.040262
pt40,0.115947,0.029264
r1046,15.39807,1.447774
r1080,15.518294,1.457961
r1082,15.514852,1.45819
r1082t,15.370537,1.446601
r140,0.12,0.004671
r140sm,0.12041,0.004368
rae100,21.435528,1.955451
rae101,18.501003,-10.324366
rae102,359.650909,169.63884
rae103,33.580109,-26.859241
rae104,19.913965,1.838754
rae2822,459.397247,-237.680603
rae5212,1749.904297,869.770874
rae5213,43.790951,16.601536
rae5214,43.790951,16.601536
rae5215,43.790913,16.601517
rae69ck,459.397247,-237.680603
raf15,16.575693,7.840999
raf19,12.506323,5.575036
raf25,9.423982,4.685137
raf26,12.159667,6.049821
raf27,11.853976,5.900661
raf28,4.635623,2.288955
raf30,11.404261,5.675116
raf30md,2.935169,-1.484246
raf31,10.457731,4.884529
raf32,1.067614,0.752425
raf32md,1.438138,0.218539
raf33,18.743118,8.702289
raf34,15.284975,7.115764
raf38,0.946438,0.746291
raf48,16.068409,7.068521
raf6,19.207823,-9.681948
raf69,4.258586,-2.397312
raf89,2.162869,-1.216359
rc0864c,18.297096,3.239206
rc08b3,23.376703,9.323763
rc08n1,48.107147,19.718105
rc1064c,22.346437,8.341173
rc10b3,36.264572,15.093331
rc10n1,48.67527,19.374874
rc1264c,19.977894,7.361783
rc12b3,42.104233,18.230742
rc12n1,50.907543,21.585346
rc410,47.150932,19.547964
rc510,47.251324,19.850277
rcsc2,19.554178,5.94811
rg12,0.092659,0.013855
rg12a,0.089881,0.017169
rg12a189,7.547247,0.813868
rg14,5.37936,-2.511519
rg1410,4.967248,0.569954
rg149,4.61726,0.536005
rg1495,4.800062,0.553737
rg14a147,5.695581,-2.690446
rg15,0.089237,0.017628
rg15a111,6.258302,0.691924
rg15a213,7.224171,-3.565015
rg8,4.938132,-2.263174
rhodesg30,0.097436,0.030644
rhodesg32,0.119064,0.037882
rhodesg34,0.140805,0.04479
rhodesg36,0.162463,0.0516
s1010,0.06022,-0.0
s1012,0.12022,0.0
s1014,0.16508,0.0
s1016,0.17484,0.0
s1020,0.151061,0.0502
s102b,7.770782,0.824185
s102s,7.770782,0.824185
s1046,0.1699,0.0
s1048,0.1397,0.0
s1091,0.050608,0.061165
s1210,0.12009,0.07237
s1221,0.1213,0.049235
s1223,0.121406,0.086924
s1223rtl,0.135132,0.08475
s2027,0.14503,0.027402
s2046,0.090286,0.025862
s2048,0.086298,0.019324
s2050,0.089309,0.012885
s2055,0.0799,0.016721
s2060,0.079988,0.01833
s2062,0.079856,0.017555
s2091,0.101116,0.039249
s3,1.774463,-0.388363
s3002,0.099474,0.03008
s3010,0.103192,0.027942
s3014,0.09461,0.025427
s3016,0.095216,0.020942
s3021,0.094705,0.029137
s3024,0.098494,0.034979
s3025,0.093858,0.035925
s4022,0.112711,0.043428
s4053,0.089216,0.029926
s4061,0.096294,0.039038
s4062,0.095458,0.04148
s4083,0.080049,0.034675
s4094,0.099061,0.024537
s4095,0.096998,0.024652
s4096,0.124762,0.022059
s4110,0.083818,0.031219
s4158,0.1086,0.037045
s4180,0.09784,0.043669
s4233,0.136565,0.032308
s4310,0.108602,0.041648
s4320,0.094136,0.044854
s5010,0.098277,0.0221
s5020,0.084043,0.025966
s6061,0.09012,0.017823
s6062,0.079478,0.016113
s6063,0.069686,0.014349
s7012,0.087521,0.020226
s7055,0.105009,0.035717
s7075,0.089991,0.03053
s8025,0.079823,0.004868
s8035,0.14004,-0.0
s8036,0.160057,0.018926
s8037,0.160061,0.026525
s8038,0.130064,0.009247
s8052,0.118948,0.015963
s8055,0.120016,0.020773
s8064,0.12338,0.011896
s8065,0.110001,0.011875
s8066,0.099999,0.009479
s9000,0.090079,0.023706
s9026,0.095,-0.0
s9027,0.08,0.0
s9032,0.09,0.0
s9033,0.07498,0.0
s9037,0.089998,0.035065
sa7024,0.070069,0.03266
sa7025,0.080068,0.036071
sa7026,0.090035,0.038486
sa7035,0.091992,0.025788
sa7036,0.092021,0.028182
sa7038,0.092048,0.03265
saratov,25.925932,-13.322815
sc1012r8,19.527143,1.781803
sc1094r8,53.796848,-36.629761
sc1095,17.772936,1.747156
sc1095r8,19.830803,1.798651
sc20010,158.423431,-91.792023
sc20012,168.252762,-97.176903
sc20403,4.803523,-1.080151
sc20404,10.38368,-4.807929
sc20406,20.090309,1.873199
sc20410,25.159349,2.269558
sc20412,26.129671,2.342179
sc20414,26.730469,2.385491
sc20503,4.775302,0.555625
sc20518,27.581142,2.44903
sc20606,19.591616,1.83052
sc20610,25.155807,2.270674
sc20612,26.125893,2.343296
sc20614,26.726902,2.38664
sc20706,19.598906,1.831779
sc20710,25.148363,2.270747
sc20712,23.110224,-13.058184
sc20714,23.110224,-13.058184
sc21006,19.027258,1.788549
sc21010,25.171268,2.277283
sc2110,7.339073,0.807698
sd2030,0.085624,0.022298
sd2083,0.089615,0.028149
sd5060,0.094592,0.022977
sd6060,0.103719,0.018709
sd6080,0.091878,0.037353
sd7003,0.085111,0.014793
sd7032,0.099693,0.036736
sd7034,0.105248,0.039046
sd7037,0.092124,0.029901
sd7043,0.091385,0.035219
sd7062,0.139994,0.039706
sd7080,0.091558,0.024513
sd7084,0.096292,0.022962
sd7090,0.099904,0.018718
sd8000,0.08863,0.017316
sd8020,0.10102,5e-06
sd8040,0.100007,0.026374
sg6040,0.160016,0.025156
sg6041,0.099955,0.02024
sg6042,0.100018,0.037841
sg6043,0.10015,0.055469
sg6050,0.160187,0.032502
sg6051,0.12012,0.032382
sm701,0.159989,0.033197
sokolov,3.060964,-1.642703
spicasm,0.117208,0.046158
ssca07,10785.292969,5384.081543
ssca09,37.227188,9.845008
stcyr171,0.1108,0.015009
stcyr172,0.1356,-0.0
stcyr234,0.161071,0.04873
stcyr24,0.123676,0.055728
ste87151,4.735353,0.541289
ste87391,6.205707,0.678974
stf86361,7.558362,0.804786
strand,3.711903,-1.494573
supermarine371i,0.13,0.009198
supermarine371ii,0.0836,0.009219
tempest1,100.33004,-58.258884
tempest2,21.122293,-18.809258
tempest3,59.156357,-37.559536
th25816,7.10613,0.760443
trainer60,0.183085,-0.001537
tsagi12,18.695444,9.133703
tsagi8,15.061913,7.50544
tsagi_r3a,0.120896,0.031677
ua2-180,0.181252,0.069695
ua2-180sm,0.181696,0.069832
ua79sf18,5.518522,0.620857
ua79sff,4.641777,0.449393
ua79sfm,44.479885,19.596544
uag8814320,0.143066,0.060833
ui1720,46.154629,16.976105
ultimate,0.128472,-0.003441
us1000root,0.185668,-0.000394
usa22,5.868084,2.739401
usa25,1.418121,0.214807
usa26,1.536171,0.226997
usa27,9.700213,4.427286
usa27m2,12.283172,5.562166
usa28,15.216668,7.344703
usa29,17.12668,8.21993
usa31,13.170108,5.428727
usa32,12.267761,4.87066
usa33,10.772923,4.142472
usa34,15.492832,6.204341
usa35,3.664953,-1.443742
usa35a,3.664953,-1.443746
usa35b,2.613967,0.338875
usa40,4.222512,-3.191516
usa40b,7.657595,2.733853
usa41,10.509054,5.225079
usa45,2.372072,0.310656
usa45m,1.750465,-0.371469
usa46,7.676005,3.810523
usa48,2.295046,-0.680797
usa49,1.888205,0.919237
usa5,15.981508,7.961599
usa50,11.757598,5.849106
usa51,8.266623,4.104592
usa98,10.506992,-5.574821
usnps4,0.119418,0.050022
v13006,4.106327,-2.255895
v13009,8.084794,2.846104
v23010,8.362434,-5.874938
v43012,33.524456,12.568185
v43015,9.798146,2.533037
vr1,5.402414,0.61418
vr11x,59.929688,26.026108
vr12,11.129536,1.089049
vr13,11.107628,1.088145
vr14,11.001929,1.079411
vr15,10.993023,1.080105
vr5,13.557528,3.464829
vr7,8.740087,-4.485274
vr7b,8.515605,-4.350931
vr8,4.067217,0.482091
vr8b,3.935829,-1.655395
vr9,213.902802,-106.255165
w1011,0.110006,-1e-06
w1015,0.149952,1e-06
waspsm,0.093539,0.030037
wb13535sm,0.135512,0.036832
wb140,0.139258,0.036404
whitcomb,7.320467,-3.656541
ys900,0.09006,0.0
ys915,0.090952,0.01757
ys930,0.090909,0.0303
2032c,1.705497,-0.34622
a18,0.073519,0.038406
a18sm,0.07283,0.038395
a63a108c,3966.031494,-1989.92981
ag03,0.062376,0.020084
ag04,0.064235,0.017523
ag08,0.058303,0.018027
ag09,0.048634,0.018586
ag10,0.047272,0.016582
ag11,0.058123,0.022861
ag12,0.062365,0.018488
ag13,0.058349,0.019747
ag14,0.053707,0.021039
ag16,0.071145,0.018848
ag17,0.064885,0.02028
ag18,0.058674,0.021732
ag19,0.054026,0.022814
ag24,0.084142,0.022298
ag25,0.075826,0.024146
ag26,0.068449,0.025625
ag27,0.061142,0.027109
ag35,0.087258,0.023786
ag36,0.081783,0.022435
ag37,0.077419,0.021839
ag38,0.070406,0.020653
ag44ct02r,0.072902,0.019424
ag455ct02r,0.064743,0.018347
ag45c03,0.069266,0.020291
ag45ct02r,0.068961,0.01853
ag46c03,0.060236,0.017079
ag46ct02r,0.060839,0.016942
ag47c03,0.050591,0.013491
ag47ct02r,0.049922,0.0131
ah21-7,0.089785,0.022187
ah21-9,0.070011,0.01734
ah63k127,0.12707,0.037549
ah6407,1.580795,-0.271704
ah7476,1.568971,0.231391
ah79100a,11.467224,1.138288
ah79100b,35.623795,11.914518
ah79100c,39.885414,13.856821
ah79k132,0.132,0.036798
ah79k135,0.13487,0.030492
ah79k143,0.14274,0.028628
ah80129,0.12865,0.040565
ah80136,0.13549,0.033749
ah80140,0.139632,0.043125
ah81131,0.130521,0.027763
ah81k144,0.144631,0.042118
ah81k144wfKlappe,0.220242,0.010341
ah82150a,0.14999,0.032808
ah82150f,0.14997,0.036345
ah83150q,0.15003,0.041169
ah83159,0.159421,0.038322
ah85l120,0.1211,0.0
ah88k130,0.130002,0.03905
ah88k136,0.135463,0.03037
ah93156,0.156656,0.038192
ah93157,0.156872,0.038129
ah93k130,0.130534,0.03582
ah93k131,0.130961,0.03596
ah93k132,0.132281,0.035035
ah93w145,0.144833,0.03897
ah93w174,0.17427,0.039291
ah93w215,0.212204,0.030872
ah93w257,0.25679,0.020653
ah93w300,0.299887,0.016038
ah93w480b,0.478445,0.03574
ah94145,0.145738,0.056166
ah94156,0.156099,0.036764
ah94w301,0.301037,-0.013305
ah95160,0.160011,0.056164
ames01,10.334915,1.033057
ames02,50.825367,18.492096
ames03,12.103571,1.183025
amsoil1,8.676957,-4.430841
amsoil2,8.441721,-4.298392
apex16,0.129513,0.026644
aquilasm,0.093851,0.039865
arad10,5.675256,-2.639902
arad13,5.88396,0.646313
arad20,6.089254,0.66263
arad6,4.969111,0.565956
as5045,0.150004,0.010575
as5046,0.160023,0.011389
as5048,0.179915,0.012472
atr72sm,0.145272,0.02855
august160,0.160383,0.050935
avistar,0.145217,0.022845
b29root,15.09548,6.192209
b29tip,14.261446,7.109138
b540ols,9.190562,-4.774342
b707a,16.689075,1.547307
b707b,3.735523,0.751286
b707c,4.904833,-2.190103
b707d,1.510952,-0.238231
b707e,84.71064,-48.838528
b737a,5.228643,-2.382799
b737b,5.02443,-2.253518
b737c,4.355192,-1.880212
b737d,4.379025,-1.894877
bacj,276.99057,132.118301
bacnlf,15.642677,1.491017
bacxxx,202.027237,-104.735321
bambino6,0.120016,0.028513
be50,0.072797,0.040096
be50sm,0.07316,0.039526
boe103,2.66607,-0.90254
boe106,3.426116,0.816526
bqm34,10.17421,1.0334
bw050209,0.09197,0.020048
bw3,0.050217,0.056506
c141a,7.626899,-3.808361
c141b,7.522924,0.8139
c141c,124.682892,-65.763199
c141d,7.332377,-3.638998
c141e,53.172817,-30.362961
c141f,7.866492,0.843368
c5a,5.016824,-2.289273
c5b,4.972399,-2.263945
c5c,4.759231,-2.139424
c5d,5.440918,0.613826
c5e,6.369667,-3.072178
cap21c,0.155704,0.005829
cast102,6.530834,-3.151018
ch10sm,0.128374,0.101937
chen,107.798164,48.484756
clarkk,19.808107,-9.925386
clarkv,29.918684,-15.421703
clarkw,5.649682,-3.549615
clarkx,23.574104,-12.180903
clarky,59.357635,-36.444504
clarkyh,15.316634,7.631973
clarkys,12.931473,6.072681
clarkysm,0.117242,0.035235
clarkz,25.153469,-13.312416
clarym15,2.585618,-0.841118
clarym18,2.941242,-1.94365
coanda1,0.056503,0.028931
coanda2,0.060006,0.028865
coanda3,0.070011,0.028654
cootie,1.508973,-0.227989
cr001sm,0.07333,0.040584
cr1,2931.993896,1458.811401
curtisc72,0.117413,0.037004
dae11,10.011696,1.00657
dae21,381.246429,-195.271393
dae31,1737.466431,-874.116211
dae51,15.446362,4.549829
davis,1.516248,-0.239258
davissm,0.05874,0.059076
davis_corrected,45.668835,14.221508
daytonwright6,0.136106,0.048477
daytonwrightt1,0.133974,0.043594
dbln526,316.789154,156.284622
defcnd1,8.665817,-4.424254
defcnd2,7.204579,0.784651
defcnd3,10.550836,1.057102
df101,6.698613,0.729319
df102,0.110025,0.022877
dfvlrr4,50.810616,15.05846
dga1138,0.069028,0.025602
dga1182,0.076001,0.00828
dh4009sm,0.08945,0.001901
